5.000000000000000000e+00 5.000000000000000000e+00
5.099999904632568359e+00 4.900000095367431641e+00
5.200018405914306641e+00 4.854997634887695312e+00
5.300064086914062500e+00 4.870914459228515625e+00
5.400145053863525391e+00 4.910962581634521484e+00
5.500265598297119141e+00 4.954973697662353516e+00
5.600425720214843750e+00 4.985180854797363281e+00
5.700621128082275391e+00 4.991898536682128906e+00
5.800843715667724609e+00 4.979322910308837891e+00
5.901081562042236328e+00 4.956796169281005859e+00
6.001318931579589844e+00 4.934805393218994141e+00
6.101536750793457031e+00 4.923169612884521484e+00
6.201712608337402344e+00 4.926311969757080078e+00
6.301821231842041016e+00 4.941899299621582031e+00
6.401834487915039062e+00 4.963806629180908203e+00
6.501720428466796875e+00 4.984195232391357422e+00
6.601442813873291016e+00 4.995802402496337891e+00
6.700962066650390625e+00 4.995549201965332031e+00
6.800233840942382812e+00 4.985631942749023438e+00
6.899210453033447266e+00 4.971692562103271484e+00
6.997840404510498047e+00 4.960670948028564453e+00
7.096068859100341797e+00 4.957980632781982422e+00
7.193838119506835938e+00 4.964805126190185547e+00
7.291087627410888672e+00 4.978012084960937500e+00
7.387753486633300781e+00 4.991871356964111328e+00
7.483768939971923828e+00 5.000458717346191406e+00
7.579063892364501953e+00 5.000644683837890625e+00
7.673565387725830078e+00 4.993638992309570312e+00
7.767198562622070312e+00 4.984010219573974609e+00
7.859885215759277344e+00 4.977393150329589844e+00
7.951546192169189453e+00 4.977562904357910156e+00
8.042100906372070312e+00 4.984397888183593750e+00
8.131466865539550781e+00 4.994228839874267578e+00
8.219562530517578125e+00 5.001916885375976562e+00
8.306303977966308594e+00 5.003726482391357422e+00
8.391608238220214844e+00 4.999499797821044922e+00
8.475392341613769531e+00 4.992524623870849609e+00
8.557574272155761719e+00 4.987476348876953125e+00
8.638072967529296875e+00 4.987588882446289062e+00
8.716810226440429688e+00 4.992705345153808594e+00
8.793708801269531250e+00 4.999587059020996094e+00
8.868697166442871094e+00 5.004055976867675781e+00
8.941703796386718750e+00 5.003700256347656250e+00
9.012663841247558594e+00 4.999370098114013672e+00
9.081515312194824219e+00 4.994422912597656250e+00
9.148200988769531250e+00 4.992390155792236328e+00
9.212670326232910156e+00 4.994583129882812500e+00
9.274876594543457031e+00 4.999331474304199219e+00
9.334780693054199219e+00 5.003308296203613281e+00
9.392348289489746094e+00 5.003930091857910156e+00
9.447552680969238281e+00 5.001148223876953125e+00
9.500373840332031250e+00 4.997322559356689453e+00
9.550797462463378906e+00 4.995381832122802734e+00
9.598816871643066406e+00 4.996659755706787109e+00
9.644433021545410156e+00 5.000015735626220703e+00
9.687653541564941406e+00 5.002845764160156250e+00
9.728491783142089844e+00 5.003120422363281250e+00
9.766967773437500000e+00 5.000886917114257812e+00
9.803109169006347656e+00 4.998091220855712891e+00
9.836949348449707031e+00 4.996958732604980469e+00
9.868527412414550781e+00 4.998247146606445312e+00
9.897888183593750000e+00 5.000759601593017578e+00
9.925081253051757812e+00 5.002421379089355469e+00
9.950161933898925781e+00 5.001991271972656250e+00
9.973188400268554688e+00 4.999999046325683594e+00
9.994224548339843750e+00 4.998191356658935547e+00
1.001333713531494141e+01 4.998025417327880859e+00
1.003059673309326172e+01 4.999495983123779297e+00
1.004607486724853516e+01 5.001244544982910156e+00
1.005984687805175781e+01 5.001789093017578125e+00
1.007199001312255859e+01 5.000774383544921875e+00
1.008258247375488281e+01 4.999189853668212891e+00
1.009170341491699219e+01 4.998430728912353516e+00
1.009943199157714844e+01 4.999072551727294922e+00
1.010584926605224609e+01 5.000435829162597656e+00
1.011103534698486328e+01 5.001271247863769531e+00
1.011506938934326172e+01 5.000892162322998047e+00
1.011803150177001953e+01 4.999736785888671875e+00
1.011999893188476562e+01 4.998896598815917969e+00
1.012104797363281250e+01 4.999092102050781250e+00
1.012125396728515625e+01 5.000056266784667969e+00
1.012069034576416016e+01 5.000849246978759766e+00
1.011942863464355469e+01 5.000765800476074219e+00
1.011753749847412109e+01 4.999959945678710938e+00
1.011508369445800781e+01 4.999239444732666016e+00
1.011213111877441406e+01 4.999265193939208984e+00
1.010874271392822266e+01 4.999948024749755859e+00
1.010497665405273438e+01 5.000590801239013672e+00
1.010088825225830078e+01 5.000592231750488281e+00
1.009653186798095703e+01 5.000010013580322266e+00
1.009195709228515625e+01 4.999453544616699219e+00
1.008721160888671875e+01 4.999457359313964844e+00
1.008234024047851562e+01 4.999969005584716797e+00
1.007738304138183594e+01 5.000447750091552734e+00
1.007237911224365234e+01 5.000430583953857422e+00
1.006736469268798828e+01 4.999980449676513672e+00
1.006237125396728516e+01 4.999582767486572266e+00
1.005742835998535156e+01 4.999629020690917969e+00
1.005256366729736328e+01 5.000034332275390625e+00
1.004780101776123047e+01 5.000360488891601562e+00
